,Date,Price,Open,High,Low,Volume,Change(%)
340,29 May 2023,3320.35,3360.80,3372.00,3312.00,1210372,-0.26%
341,26 May 2023,3328.90,3293.50,3338.65,3291.00,1791115,1.07%
342,25 May 2023,3293.50,3294.00,3306.00,3267.10,1374917,-0.30%
343,24 May 2023,3303.35,3276.00,3317.20,3276.00,1016555,0.19%
344,23 May 2023,3297.05,3306.00,3327.95,3290.10,1687418,-0.05%
345,22 May 2023,3298.70,3230.00,3308.45,3217.05,1333243,2.35%
346,19 May 2023,3222.85,3210.00,3234.50,3203.05,1152449,0.72%
347,18 May 2023,3199.85,3225.95,3228.95,3195.00,1369364,-0.28%
348,17 May 2023,3208.70,3255.95,3280.00,3198.25,1588815,-1.52%
349,16 May 2023,3258.15,3256.20,3285.00,3250.45,986306,0.10%
350,15 May 2023,3255.05,3284.00,3292.00,3248.35,1150390,-0.59%
351,12 May 2023,3274.30,3279.15,3290.00,3260.00,1027479,-0.24%
352,11 May 2023,3282.15,3309.00,3309.70,3272.00,1719623,-0.14%
353,10 May 2023,3286.80,3290.00,3306.50,3266.05,1559987,0.11%
354,09 May 2023,3283.25,3252.60,3298.00,3246.00,1107375,1.00%
355,08 May 2023,3250.60,3245.00,3254.85,3231.30,928235,0.62%
356,05 May 2023,3230.70,3220.00,3244.00,3210.05,1710027,0.31%
357,04 May 2023,3220.70,3180.15,3224.45,3178.00,1953253,1.28%
358,03 May 2023,3179.90,3216.00,3216.00,3173.15,2468285,-1.23%
359,02 May 2023,3219.40,3235.00,3235.00,3210.00,2321159,0.00%
360,28 Apr 2023,3219.25,3200.40,3227.25,3196.25,2931312,0.98%
361,27 Apr 2023,3187.95,3185.00,3199.20,3170.65,2434446,-0.32%
362,26 Apr 2023,3198.15,3181.00,3208.40,3181.00,2000029,0.70%
363,25 Apr 2023,3176.00,3183.00,3191.20,3147.50,2024090,0.04%
364,24 Apr 2023,3174.80,3151.10,3180.95,3126.15,1640676,0.44%
365,21 Apr 2023,3160.85,3110.00,3164.45,3100.80,1929184,1.81%
366,20 Apr 2023,3104.80,3090.00,3113.00,3078.00,2419999,0.49%
367,19 Apr 2023,3089.60,3130.75,3140.00,3071.50,3298034,-1.31%
368,18 Apr 2023,3130.75,3154.95,3156.85,3110.60,2617302,-0.28%
369,17 Apr 2023,3139.50,3134.10,3163.40,3070.25,5505048,-1.55%
370,13 Apr 2023,3188.85,3210.00,3230.00,3180.00,4174070,-1.63%
371,12 Apr 2023,3241.65,3227.95,3260.95,3199.00,2417727,0.87%
372,11 Apr 2023,3213.80,3264.00,3272.95,3192.15,2348779,-1.52%
373,10 Apr 2023,3263.40,3220.00,3272.00,3215.00,2203187,1.33%
374,06 Apr 2023,3220.70,3225.00,3257.35,3215.00,1703464,-0.59%
375,05 Apr 2023,3239.80,3185.50,3264.35,3185.50,2655065,1.24%
376,03 Apr 2023,3200.00,3224.95,3224.95,3173.75,1521830,-0.18%
377,31 Mar 2023,3205.90,3189.95,3213.00,3152.00,2382581,2.13%
378,29 Mar 2023,3138.90,3129.00,3150.00,3104.10,1740616,0.74%
379,28 Mar 2023,3115.90,3127.00,3149.55,3110.15,1303530,-0.20%
380,27 Mar 2023,3122.30,3135.00,3152.75,3106.00,1524217,0.06%
381,24 Mar 2023,3120.50,3148.90,3170.00,3106.00,1329577,-0.13%
382,23 Mar 2023,3124.65,3114.90,3146.35,3101.00,1372218,-0.20%
383,22 Mar 2023,3130.80,3130.05,3143.50,3106.10,1123939,0.80%
384,21 Mar 2023,3106.10,3143.30,3156.75,3097.45,1815297,-1.18%
385,20 Mar 2023,3143.30,3169.65,3169.65,3095.05,2289468,-1.13%
386,17 Mar 2023,3179.30,3150.50,3221.40,3144.00,6739966,-0.18%
387,16 Mar 2023,3185.00,3208.00,3219.80,3172.00,1901060,-0.43%
388,15 Mar 2023,3198.90,3250.00,3260.35,3192.00,1780522,-0.50%
389,14 Mar 2023,3214.95,3280.00,3304.40,3209.40,2670334,-2.04%
390,13 Mar 2023,3281.95,3333.00,3369.80,3272.00,1901233,-1.47%
391,10 Mar 2023,3331.00,3312.90,3337.25,3290.00,1024404,-0.18%
392,09 Mar 2023,3336.85,3385.00,3385.00,3330.85,1648500,-1.58%
393,08 Mar 2023,3390.40,3364.00,3396.00,3330.85,1844590,0.55%
394,06 Mar 2023,3371.85,3361.90,3404.95,3359.00,1334132,0.89%
395,03 Mar 2023,3342.15,3354.00,3358.00,3331.10,1043190,0.62%
396,02 Mar 2023,3321.45,3361.00,3369.90,3318.00,1556538,-1.90%
397,01 Mar 2023,3385.70,3323.00,3389.00,3315.00,1669307,2.20%
398,28 Feb 2023,3312.85,3328.50,3392.00,3299.90,4116217,-0.57%
399,27 Feb 2023,3331.85,3390.00,3390.00,3316.00,1128022,-2.02%
400,24 Feb 2023,3400.45,3422.50,3433.95,3382.30,977592,-0.39%
401,23 Feb 2023,3413.80,3421.00,3452.40,3408.00,1441570,0.36%
402,22 Feb 2023,3401.55,3414.95,3447.00,3395.00,1218430,-1.43%
403,21 Feb 2023,3451.00,3494.00,3508.90,3444.75,1139541,-1.04%
404,20 Feb 2023,3487.30,3502.00,3522.00,3475.05,1296082,-0.40%
405,17 Feb 2023,3501.15,3526.15,3538.90,3490.00,1061369,-1.60%
406,16 Feb 2023,3558.05,3527.20,3575.00,3527.00,1618931,1.06%
407,15 Feb 2023,3520.65,3487.00,3526.00,3460.15,1429449,0.59%
408,14 Feb 2023,3500.10,3505.00,3524.85,3495.00,1579818,0.51%
409,13 Feb 2023,3482.40,3549.00,3549.00,3473.40,1087939,-1.56%
410,10 Feb 2023,3537.55,3520.00,3542.35,3508.15,1187821,-0.09%
411,09 Feb 2023,3540.85,3515.00,3547.60,3505.30,1655427,0.59%
412,08 Feb 2023,3520.10,3478.05,3539.90,3478.05,1986946,1.37%
413,07 Feb 2023,3472.55,3468.90,3493.00,3461.40,1455647,0.36%
414,06 Feb 2023,3459.95,3473.15,3473.15,3436.85,1138714,-0.64%
415,03 Feb 2023,3482.30,3504.00,3504.00,3452.90,1804469,0.63%
416,02 Feb 2023,3460.40,3427.00,3469.00,3420.10,1813847,1.53%
417,01 Feb 2023,3408.35,3363.00,3419.00,3355.00,2205161,1.48%
418,31 Jan 2023,3358.70,3449.00,3449.00,3351.00,2820375,-2.18%
419,30 Jan 2023,3433.65,3420.00,3458.45,3385.55,1953798,0.66%
420,27 Jan 2023,3411.05,3426.00,3446.00,3382.30,1785879,-0.55%
421,25 Jan 2023,3429.75,3425.30,3435.00,3405.00,874110,-0.19%
422,24 Jan 2023,3436.30,3425.00,3451.95,3417.30,1387863,0.63%
423,23 Jan 2023,3414.90,3388.00,3419.00,3355.60,1067916,1.54%
424,20 Jan 2023,3363.10,3365.00,3394.65,3355.60,1529349,-0.30%
425,19 Jan 2023,3373.10,3380.00,3387.00,3361.00,1585044,-0.50%
426,18 Jan 2023,3390.00,3380.00,3408.95,3372.25,2421189,0.34%
427,17 Jan 2023,3378.40,3330.00,3381.80,3321.00,1688475,1.33%
428,16 Jan 2023,3334.05,3317.00,3353.00,3298.05,1843607,-1.20%
429,13 Jan 2023,3374.55,3342.90,3379.00,3305.00,1742837,1.21%
430,12 Jan 2023,3334.35,3329.00,3350.00,3315.55,2250391,0.17%
431,11 Jan 2023,3328.70,3290.10,3349.50,3271.15,2720512,1.29%
432,10 Jan 2023,3286.40,3285.00,3298.00,3230.10,3864655,-1.01%
433,09 Jan 2023,3319.95,3229.00,3327.00,3221.15,2885060,3.38%
434,06 Jan 2023,3211.55,3300.00,3301.55,3200.00,2488376,-3.01%
435,05 Jan 2023,3311.10,3330.20,3337.30,3281.95,1826057,-0.11%
436,04 Jan 2023,3314.65,3306.70,3327.35,3286.20,1231668,0.10%
437,03 Jan 2023,3311.35,3252.00,3320.00,3245.30,1245178,1.53%
438,02 Jan 2023,3261.45,3261.00,3266.85,3235.20,709547,0.15%
439,30 Dec 2022,3256.70,3286.05,3299.00,3246.20,1163131,-0.37%
440,29 Dec 2022,3268.75,3231.10,3271.50,3228.00,1037927,0.36%
441,28 Dec 2022,3257.10,3249.80,3266.10,3226.00,910795,-0.07%
442,27 Dec 2022,3259.50,3269.20,3273.80,3231.50,835883,0.20%
443,26 Dec 2022,3252.90,3228.35,3272.00,3225.05,870157,0.76%
444,23 Dec 2022,3228.35,3217.00,3266.85,3217.00,1360281,-0.96%
445,22 Dec 2022,3259.70,3294.00,3294.00,3245.10,1384101,-0.27%
446,21 Dec 2022,3268.55,3249.00,3283.05,3240.00,1432566,0.76%
447,20 Dec 2022,3243.95,3198.90,3249.00,3163.65,1529971,1.31%
448,19 Dec 2022,3202.05,3227.00,3245.50,3194.50,2120965,-1.18%
449,16 Dec 2022,3240.25,3275.00,3292.00,3225.20,2703680,-1.96%
450,15 Dec 2022,3305.10,3358.80,3364.75,3298.95,1415694,-1.79%
451,14 Dec 2022,3365.35,3348.80,3377.00,3340.90,1213311,1.00%
452,13 Dec 2022,3332.10,3277.20,3336.45,3267.80,1378016,1.39%
453,12 Dec 2022,3286.45,3255.50,3296.00,3236.10,1527610,-0.19%
454,09 Dec 2022,3292.75,3374.10,3374.10,3276.35,1797896,-1.73%
455,08 Dec 2022,3350.55,3360.00,3380.60,3339.45,1285619,-0.89%
456,07 Dec 2022,3380.60,3368.30,3393.70,3354.00,1167505,-0.14%
457,06 Dec 2022,3385.35,3400.05,3407.95,3368.00,1166999,-1.18%
458,05 Dec 2022,3425.90,3433.00,3439.15,3407.00,1475065,-0.39%
459,02 Dec 2022,3439.15,3458.10,3468.90,3413.00,2411749,-1.05%
460,01 Dec 2022,3475.65,3425.00,3480.00,3420.00,2180856,2.50%
461,30 Nov 2022,3390.80,3383.00,3414.90,3375.00,3410702,-0.19%
462,29 Nov 2022,3397.35,3383.00,3429.00,3383.00,1576028,0.06%
463,28 Nov 2022,3395.25,3366.00,3417.00,3365.55,2195437,0.17%
464,25 Nov 2022,3389.65,3383.00,3403.35,3348.00,1588981,0.28%
465,24 Nov 2022,3380.15,3316.25,3392.95,3308.30,1296591,2.17%
466,23 Nov 2022,3308.30,3330.00,3330.00,3291.00,1150011,-0.20%
467,22 Nov 2022,3314.95,3280.00,3318.95,3255.25,1149739,0.96%
468,21 Nov 2022,3283.50,3322.50,3333.70,3273.00,1304194,-1.79%
469,18 Nov 2022,3343.45,3350.00,3362.75,3321.00,1164540,-0.17%
470,17 Nov 2022,3349.00,3340.00,3360.00,3317.75,1417986,-0.19%
471,16 Nov 2022,3355.35,3338.90,3367.90,3321.45,1748235,0.68%
472,15 Nov 2022,3332.60,3321.00,3339.95,3292.00,1400708,-0.09%
473,14 Nov 2022,3335.50,3324.00,3349.00,3309.00,1342074,0.59%
474,11 Nov 2022,3315.95,3269.60,3341.60,3255.05,3265394,3.44%
475,10 Nov 2022,3205.65,3170.00,3225.00,3170.00,1573092,-0.32%
476,09 Nov 2022,3216.05,3249.80,3249.80,3201.65,1162267,-0.55%
477,07 Nov 2022,3233.70,3229.00,3242.80,3195.10,1474498,0.51%
478,04 Nov 2022,3217.40,3217.00,3220.05,3166.15,1464013,0.33%
479,03 Nov 2022,3206.75,3228.05,3228.05,3195.00,1422652,-1.08%
480,02 Nov 2022,3241.70,3270.00,3270.00,3222.05,1405955,-0.55%
481,01 Nov 2022,3259.70,3214.50,3262.60,3203.45,2991060,2.08%
482,31 Oct 2022,3193.15,3199.00,3199.00,3177.80,1919414,0.95%
483,28 Oct 2022,3163.25,3150.00,3178.50,3145.00,1355739,0.19%
484,27 Oct 2022,3157.40,3160.70,3174.00,3134.35,2438421,-0.15%
485,25 Oct 2022,3162.10,3180.50,3184.25,3151.15,2069643,0.01%
486,24 Oct 2022,3161.70,3170.10,3178.00,3155.00,260949,0.77%
487,21 Oct 2022,3137.40,3157.80,3160.40,3127.00,1021913,-0.63%
488,20 Oct 2022,3157.30,3105.00,3160.00,3105.00,1587601,1.14%
489,19 Oct 2022,3121.85,3159.00,3159.00,3112.00,1194289,-0.73%
490,18 Oct 2022,3144.70,3150.00,3155.35,3128.55,1793722,1.06%
491,17 Oct 2022,3111.75,3072.65,3128.40,3071.45,1517005,0.41%
492,14 Oct 2022,3099.15,3145.00,3150.00,3071.00,2245977,-0.13%
493,13 Oct 2022,3103.30,3100.75,3110.00,3052.35,2054781,0.08%
494,12 Oct 2022,3100.75,3084.90,3109.90,3062.05,1665247,1.02%
495,11 Oct 2022,3069.55,3100.00,3145.00,3053.35,4730645,-1.57%
496,10 Oct 2022,3118.55,3010.00,3127.00,3005.00,3064063,1.75%
497,07 Oct 2022,3064.90,3097.40,3105.00,3058.10,1939879,-1.19%
498,06 Oct 2022,3101.95,3111.00,3124.00,3092.45,1790816,0.35%
499,04 Oct 2022,3091.15,3029.95,3098.00,3023.00,2145875,3.56%
500,03 Oct 2022,2984.95,2995.00,3020.70,2974.00,1763331,-0.65%
501,30 Sep 2022,3004.55,2990.85,3019.70,2950.10,2817353,0.24%
502,29 Sep 2022,2997.30,3054.00,3055.85,2990.00,2493902,-1.26%
503,28 Sep 2022,3035.65,2980.00,3049.95,2980.00,2739767,0.60%
504,27 Sep 2022,3017.45,3009.40,3025.00,2976.00,2227447,0.77%
505,26 Sep 2022,2994.40,2959.85,3025.85,2926.10,2925489,0.41%
506,23 Sep 2022,2982.05,3004.00,3022.50,2979.00,2652374,-0.84%
507,22 Sep 2022,3007.40,2990.00,3029.95,2979.30,2017983,0.21%
508,21 Sep 2022,3001.20,3028.00,3041.40,2998.15,2253818,-1.29%
509,20 Sep 2022,3040.30,3050.00,3079.95,3030.00,1544295,0.38%
510,19 Sep 2022,3028.80,3036.00,3042.00,2987.80,2072220,0.67%
511,16 Sep 2022,3008.70,3076.00,3094.35,3000.00,5322221,-3.08%
512,15 Sep 2022,3104.35,3130.00,3137.75,3100.00,2138023,-0.51%
513,14 Sep 2022,3120.40,3135.00,3141.40,3113.80,5090269,-3.37%
514,13 Sep 2022,3229.35,3263.45,3263.45,3225.00,1972678,-0.42%
515,12 Sep 2022,3242.95,3239.90,3269.80,3225.00,1785928,0.79%
516,09 Sep 2022,3217.65,3195.00,3233.50,3168.50,1561185,1.51%
517,08 Sep 2022,3169.65,3170.00,3183.50,3160.10,1346113,0.64%
518,07 Sep 2022,3149.60,3102.00,3161.90,3102.00,1291534,0.72%
519,06 Sep 2022,3127.05,3135.50,3140.85,3106.35,1936453,-0.20%
520,05 Sep 2022,3133.40,3123.65,3147.95,3112.25,2147912,0.10%
521,02 Sep 2022,3130.40,3163.00,3163.00,3120.30,2052900,-0.04%
522,01 Sep 2022,3131.70,3190.00,3190.00,3121.00,3546935,-2.47%
523,30 Aug 2022,3211.15,3155.00,3226.50,3142.10,3431525,2.51%
524,29 Aug 2022,3132.55,3125.00,3142.70,3081.00,2539173,-2.78%
525,26 Aug 2022,3222.20,3234.30,3257.00,3216.80,1457962,0.12%
526,25 Aug 2022,3218.20,3276.00,3278.15,3214.75,1946930,-1.14%
527,24 Aug 2022,3255.35,3292.00,3308.00,3250.20,1691923,-0.89%
528,23 Aug 2022,3284.60,3319.95,3341.90,3270.00,1849256,-2.09%
529,22 Aug 2022,3354.55,3365.00,3384.10,3347.40,1536532,-0.92%
530,19 Aug 2022,3385.75,3387.00,3421.50,3371.25,1398410,0.13%
531,18 Aug 2022,3381.25,3390.00,3392.00,3362.00,1430659,-0.58%
532,17 Aug 2022,3401.10,3385.10,3417.95,3371.10,1622326,0.25%
533,16 Aug 2022,3392.70,3411.00,3414.85,3387.50,839942,-0.26%
534,12 Aug 2022,3401.55,3419.00,3419.00,3381.25,1472354,-0.61%
535,11 Aug 2022,3422.50,3400.00,3428.70,3375.05,1449248,2.03%
536,10 Aug 2022,3354.25,3385.00,3385.00,3335.00,1878359,-0.60%
537,08 Aug 2022,3374.45,3365.00,3378.90,3336.00,1068836,0.28%
538,05 Aug 2022,3365.05,3361.20,3377.00,3355.00,1106933,0.30%
539,04 Aug 2022,3354.95,3350.00,3387.90,3307.35,2150567,0.46%
540,03 Aug 2022,3339.50,3280.00,3349.00,3277.05,2895824,1.45%
541,02 Aug 2022,3291.80,3290.00,3312.90,3271.65,1269114,-0.21%
542,01 Aug 2022,3298.80,3327.00,3327.00,3271.00,1306913,-0.09%
543,29 Jul 2022,3301.90,3290.00,3317.30,3275.00,2430257,1.27%
544,28 Jul 2022,3260.50,3216.00,3264.00,3201.65,2106333,2.25%
545,27 Jul 2022,3188.85,3115.00,3194.10,3110.00,1389808,2.34%
546,26 Jul 2022,3115.90,3164.70,3168.90,3096.50,2639367,-1.61%
547,25 Jul 2022,3166.75,3165.00,3186.45,3149.10,1797504,-0.13%
548,22 Jul 2022,3171.00,3185.00,3197.00,3143.50,2075886,-0.20%
549,21 Jul 2022,3177.30,3167.00,3184.00,3144.05,2420640,0.39%
550,20 Jul 2022,3164.80,3107.80,3171.95,3098.05,3402251,2.95%
551,19 Jul 2022,3074.25,3030.05,3078.95,3030.05,1865074,0.35%
552,18 Jul 2022,3063.50,3023.00,3076.95,3014.30,3202795,2.30%
553,15 Jul 2022,2994.60,3018.55,3028.90,2953.00,4574806,-0.14%
554,14 Jul 2022,2998.75,3056.00,3057.00,2967.00,4764908,-1.32%
555,13 Jul 2022,3038.75,3104.00,3110.00,3035.00,3863530,-1.49%
556,12 Jul 2022,3084.70,3114.90,3136.20,3080.25,3734815,-0.93%
557,11 Jul 2022,3113.80,3206.15,3225.00,3106.00,6974600,-4.64%
558,08 Jul 2022,3265.45,3300.00,3305.00,3250.00,2136916,-0.68%
559,07 Jul 2022,3287.85,3271.00,3319.40,3265.05,1989921,0.83%
560,06 Jul 2022,3260.75,3218.50,3268.50,3202.25,2182144,1.38%
561,05 Jul 2022,3216.30,3255.00,3272.00,3206.95,2170627,-0.58%
562,04 Jul 2022,3235.05,3312.00,3317.95,3225.05,2622535,-2.41%
563,01 Jul 2022,3315.10,3260.00,3333.00,3252.05,1502879,1.47%
564,30 Jun 2022,3267.10,3272.00,3310.90,3255.00,2719603,-0.71%
565,29 Jun 2022,3290.50,3271.00,3333.00,3271.00,2133994,-0.83%
566,28 Jun 2022,3318.15,3307.00,3330.00,3272.60,1400046,0.10%
567,27 Jun 2022,3314.70,3350.00,3362.90,3306.50,2037686,0.66%
568,24 Jun 2022,3293.10,3339.00,3345.00,3277.50,2132118,-0.47%
569,23 Jun 2022,3308.80,3222.95,3318.00,3222.95,3692578,2.66%
570,22 Jun 2022,3222.95,3199.90,3250.55,3183.00,3336315,0.34%
571,21 Jun 2022,3211.95,3130.00,3237.75,3125.40,2964461,3.20%
572,20 Jun 2022,3112.40,3094.00,3138.75,3069.00,1502769,0.76%
573,17 Jun 2022,3088.90,3092.00,3118.75,3023.85,5240434,-1.69%
574,16 Jun 2022,3142.00,3240.00,3244.85,3133.05,2032028,-2.01%
575,15 Jun 2022,3206.30,3218.50,3234.00,3201.00,1404536,-0.13%
576,14 Jun 2022,3210.55,3190.00,3238.90,3174.70,2611493,-0.28%
577,13 Jun 2022,3219.60,3290.00,3293.00,3192.45,3030921,-4.18%
578,10 Jun 2022,3359.90,3382.00,3393.00,3352.00,1527582,-1.96%
579,09 Jun 2022,3427.10,3385.00,3437.00,3353.10,1279197,0.67%
580,08 Jun 2022,3404.15,3380.15,3413.95,3346.50,2185707,1.23%
581,07 Jun 2022,3362.70,3401.05,3418.85,3356.00,2308256,-1.99%
582,06 Jun 2022,3430.95,3418.00,3453.00,3377.15,1084210,-0.27%
583,03 Jun 2022,3440.15,3459.40,3477.30,3431.20,1913622,0.50%
584,02 Jun 2022,3423.00,3355.00,3432.00,3346.30,2657939,2.02%
585,01 Jun 2022,3355.20,3388.00,3388.00,3340.05,1493835,-0.27%
586,31 May 2022,3364.35,3354.15,3383.40,3325.00,4840965,-0.32%
587,30 May 2022,3375.25,3297.00,3386.60,3286.35,2094624,3.49%
588,27 May 2022,3261.30,3253.20,3278.90,3229.20,3103153,1.06%
589,26 May 2022,3226.95,3191.00,3241.50,3180.55,2813186,1.87%
590,25 May 2022,3167.65,3292.85,3292.85,3154.05,3548046,-3.66%
591,24 May 2022,3288.00,3315.15,3324.85,3275.60,1711510,-1.02%
592,23 May 2022,3321.75,3304.80,3338.90,3267.00,2293690,0.87%
593,20 May 2022,3293.00,3310.00,3313.90,3270.05,3065125,0.95%
594,19 May 2022,3261.95,3397.00,3405.00,3230.00,4642963,-5.42%
595,18 May 2022,3448.80,3465.00,3495.00,3443.05,1866781,-0.08%
596,17 May 2022,3451.60,3370.00,3467.00,3350.40,1754076,2.22%
597,16 May 2022,3376.80,3415.00,3430.00,3366.60,1195813,-1.12%
598,13 May 2022,3414.90,3435.00,3439.90,3382.15,2187823,0.18%
599,12 May 2022,3408.65,3378.00,3449.70,3350.10,2807195,-0.10%
600,11 May 2022,3412.00,3435.00,3448.45,3382.15,1841769,-0.78%
601,10 May 2022,3438.75,3434.00,3464.80,3422.00,1622685,-0.18%
602,09 May 2022,3445.10,3398.00,3456.00,3346.85,2481830,0.36%
603,06 May 2022,3432.60,3459.00,3474.50,3424.50,2010812,-2.30%
604,05 May 2022,3513.40,3512.10,3533.00,3485.35,1612262,0.97%
605,04 May 2022,3479.75,3538.50,3545.45,3465.30,2305825,-1.77%
606,02 May 2022,3542.40,3519.90,3547.95,3492.75,1324161,-0.12%
607,29 Apr 2022,3546.70,3597.00,3623.25,3536.85,2051115,-1.05%
608,28 Apr 2022,3584.30,3588.00,3604.40,3538.05,1703660,0.65%
609,27 Apr 2022,3561.20,3546.00,3568.45,3506.30,1727648,0.42%
610,26 Apr 2022,3546.30,3575.15,3587.90,3518.15,1943469,-0.05%
611,25 Apr 2022,3548.20,3558.00,3584.00,3533.10,1960694,-1.78%
612,22 Apr 2022,3612.55,3581.10,3617.00,3571.50,1581465,-0.44%
613,21 Apr 2022,3628.65,3580.00,3644.00,3567.40,2280996,2.02%
614,20 Apr 2022,3556.80,3500.00,3569.15,3480.00,2640370,2.45%
615,19 Apr 2022,3471.90,3550.00,3563.55,3439.15,3170014,-1.59%
616,18 Apr 2022,3528.05,3610.00,3610.00,3522.50,3820792,-3.66%
617,13 Apr 2022,3661.95,3707.00,3709.85,3655.55,1621672,-0.79%
618,12 Apr 2022,3691.10,3683.00,3739.00,3648.35,4483476,-0.14%
619,11 Apr 2022,3696.40,3690.00,3712.35,3656.10,2291660,0.29%
620,08 Apr 2022,3685.65,3690.00,3705.00,3642.50,2296773,0.04%
621,07 Apr 2022,3684.15,3745.50,3745.50,3679.00,2494829,-1.90%
622,06 Apr 2022,3755.35,3809.30,3809.30,3731.15,2051729,-1.56%
623,05 Apr 2022,3814.80,3772.00,3835.60,3772.00,2314947,1.18%
624,04 Apr 2022,3770.35,3762.00,3780.00,3737.10,1472994,0.31%
625,01 Apr 2022,3758.75,3748.00,3763.00,3728.05,1387014,0.50%
626,31 Mar 2022,3739.95,3740.00,3754.65,3720.20,2168110,0.23%
627,30 Mar 2022,3731.55,3738.00,3738.00,3706.20,1583455,0.71%
628,29 Mar 2022,3705.35,3694.75,3722.00,3691.00,2689063,-0.06%
629,28 Mar 2022,3707.70,3695.00,3713.00,3661.20,1760990,0.01%
630,25 Mar 2022,3707.45,3759.90,3779.50,3672.00,1690133,-1.13%
631,24 Mar 2022,3749.85,3700.00,3758.20,3695.00,1879046,1.01%
632,23 Mar 2022,3712.40,3708.00,3729.80,3690.00,1596195,0.31%
633,22 Mar 2022,3700.95,3640.00,3711.00,3625.00,2907611,2.05%
634,21 Mar 2022,3626.70,3696.00,3713.95,3615.00,2413831,-1.25%
635,17 Mar 2022,3672.75,3696.60,3710.00,3660.30,3600452,0.46%
636,16 Mar 2022,3655.90,3640.50,3668.00,3616.25,3090475,1.73%
637,15 Mar 2022,3593.90,3659.00,3659.00,3585.40,3651133,-1.35%
638,14 Mar 2022,3643.00,3580.00,3648.35,3580.00,1765688,1.22%
639,11 Mar 2022,3599.15,3603.25,3639.85,3592.85,1623423,-0.60%
640,10 Mar 2022,3620.95,3684.00,3684.00,3615.00,2005441,-0.32%
641,09 Mar 2022,3632.60,3605.00,3654.00,3597.05,2719654,0.91%
642,08 Mar 2022,3599.95,3460.00,3609.00,3460.00,3300992,3.30%
643,07 Mar 2022,3484.90,3450.00,3548.00,3431.55,3054130,-1.12%
644,04 Mar 2022,3524.35,3501.50,3561.20,3487.05,2370257,-0.57%
645,03 Mar 2022,3544.40,3562.85,3578.60,3530.10,1928039,-0.05%
646,02 Mar 2022,3546.15,3552.50,3571.95,3506.00,2761341,-0.23%
647,28 Feb 2022,3554.20,3490.00,3563.75,3455.90,3288942,0.95%
648,25 Feb 2022,3520.75,3468.00,3530.00,3462.00,2549723,3.50%
649,24 Feb 2022,3401.65,3474.00,3483.85,3391.10,5039136,-4.55%
650,23 Feb 2022,3563.80,3611.00,3622.90,3555.65,2426203,-0.63%
651,22 Feb 2022,3586.40,3650.00,3667.90,3570.00,5408531,-3.58%
652,21 Feb 2022,3719.40,3810.00,3827.80,3705.55,7465922,-1.96%
653,18 Feb 2022,3793.90,3769.00,3815.95,3757.60,3688883,0.26%
654,17 Feb 2022,3784.20,3825.00,3835.00,3779.00,3134372,-0.76%
655,16 Feb 2022,3813.10,3844.00,3854.10,3806.00,3256906,-0.12%
656,15 Feb 2022,3817.80,3786.00,3835.00,3748.00,3931683,2.25%
657,14 Feb 2022,3733.75,3724.00,3793.25,3710.00,5951745,1.05%
658,11 Feb 2022,3694.95,3752.50,3752.50,3690.00,3851488,-2.00%
659,10 Feb 2022,3770.35,3789.80,3789.80,3758.00,2112459,0.26%
660,09 Feb 2022,3760.55,3750.00,3777.95,3746.10,1638721,0.46%
661,08 Feb 2022,3743.45,3791.55,3799.70,3721.00,2946443,-0.94%
662,07 Feb 2022,3779.00,3791.00,3831.80,3756.15,1919149,-0.94%
663,04 Feb 2022,3814.90,3815.30,3824.70,3769.00,2307366,-0.25%
664,03 Feb 2022,3824.60,3851.00,3882.50,3816.05,1960538,-0.82%
665,02 Feb 2022,3856.20,3827.90,3864.00,3800.65,1984212,1.46%
666,01 Feb 2022,3800.65,3770.00,3808.00,3736.40,2105169,1.72%
667,31 Jan 2022,3736.25,3749.00,3758.00,3721.40,2739393,1.25%
668,28 Jan 2022,3690.05,3646.00,3729.80,3646.00,3143862,1.12%
669,27 Jan 2022,3649.25,3731.00,3733.40,3625.10,5718297,-3.20%
670,25 Jan 2022,3769.90,3769.50,3809.40,3722.20,3330501,-0.04%
671,24 Jan 2022,3771.35,3840.00,3849.65,3740.10,3258414,-1.62%
672,21 Jan 2022,3833.50,3807.00,3851.55,3771.10,3112358,0.18%
673,20 Jan 2022,3826.55,3910.00,3920.00,3811.00,6176776,-2.25%
674,19 Jan 2022,3914.65,4012.00,4012.00,3910.50,3102539,-1.90%
675,18 Jan 2022,3990.60,4033.95,4041.70,3980.00,2389041,-0.71%
676,17 Jan 2022,4019.15,3992.70,4043.00,3962.30,3442604,1.29%
677,14 Jan 2022,3968.15,3877.85,3977.00,3860.05,3348123,1.80%
678,13 Jan 2022,3897.90,3918.00,3923.00,3857.00,6684507,0.98%
679,12 Jan 2022,3859.90,3925.00,3929.00,3836.55,3203744,-1.43%
680,11 Jan 2022,3915.90,3856.00,3925.00,3856.00,1906106,0.93%
681,10 Jan 2022,3879.85,3978.00,3978.00,3861.00,3937092,0.68%
682,07 Jan 2022,3853.50,3820.00,3864.90,3796.40,2460591,1.21%
683,06 Jan 2022,3807.45,3812.00,3835.00,3772.00,1810293,-1.39%
684,05 Jan 2022,3860.95,3865.00,3870.00,3812.40,1733031,-0.61%
685,04 Jan 2022,3884.75,3831.10,3889.15,3811.70,2488606,1.75%
686,03 Jan 2022,3817.75,3750.00,3830.00,3745.00,2346158,2.12%
