,Date,Price,Open,High,Low,Volume,Change(%)
687,31 Dec 2021,3738.35,3742.80,3760.00,3731.30,1207141,0.12%
688,30 Dec 2021,3733.75,3681.35,3740.00,3680.00,1966475,1.06%
689,29 Dec 2021,3694.70,3692.25,3719.95,3685.00,1456923,-0.32%
690,28 Dec 2021,3706.55,3710.00,3725.00,3693.85,1456218,0.28%
691,27 Dec 2021,3696.10,3671.00,3700.00,3653.10,1534135,0.69%
692,24 Dec 2021,3670.90,3685.00,3705.00,3644.80,2209923,0.22%
693,23 Dec 2021,3662.70,3648.00,3670.50,3630.00,1792861,0.88%
694,22 Dec 2021,3630.75,3624.00,3636.80,3606.25,1224328,0.62%
695,21 Dec 2021,3608.30,3582.65,3641.20,3566.40,2340989,1.45%
696,20 Dec 2021,3556.90,3589.00,3606.00,3510.15,2312310,-0.77%
697,17 Dec 2021,3584.35,3602.50,3651.35,3573.70,4333992,0.08%
698,16 Dec 2021,3581.60,3582.00,3608.45,3570.00,2072320,0.32%
699,15 Dec 2021,3570.35,3620.00,3623.00,3558.15,1603233,-1.47%
700,14 Dec 2021,3623.80,3605.00,3635.00,3576.70,1747007,0.39%
701,13 Dec 2021,3609.65,3650.00,3662.00,3601.70,1883864,-0.75%
702,10 Dec 2021,3636.80,3585.00,3642.00,3575.10,1510718,0.97%
703,09 Dec 2021,3601.75,3610.00,3634.75,3566.00,1567957,-0.69%
704,08 Dec 2021,3626.90,3601.00,3646.45,3601.00,1428660,1.18%
705,07 Dec 2021,3584.50,3562.50,3598.00,3524.30,1484458,1.36%
706,06 Dec 2021,3536.40,3640.45,3658.00,3522.00,1849642,-2.86%
707,03 Dec 2021,3640.45,3646.45,3665.95,3630.85,2486263,-0.07%
708,02 Dec 2021,3642.90,3589.20,3648.00,3574.10,3152938,1.82%
709,01 Dec 2021,3577.80,3535.00,3590.00,3535.00,2102118,1.38%
710,30 Nov 2021,3529.15,3491.00,3563.75,3491.00,5588446,0.78%
711,29 Nov 2021,3502.00,3447.15,3529.35,3406.45,2981745,1.60%
712,26 Nov 2021,3446.85,3425.00,3490.00,3411.90,1941251,0.03%
713,25 Nov 2021,3445.90,3443.90,3463.00,3434.05,1849619,0.08%
714,24 Nov 2021,3443.30,3472.20,3493.05,3424.00,2161746,-0.60%
715,23 Nov 2021,3464.25,3445.00,3480.95,3407.80,2153461,0.17%
716,22 Nov 2021,3458.40,3478.40,3515.95,3440.30,3167936,-0.50%
717,18 Nov 2021,3475.70,3515.15,3520.85,3451.60,2136598,-1.31%
718,17 Nov 2021,3521.90,3550.60,3562.85,3506.40,1632914,-0.97%
719,16 Nov 2021,3556.40,3569.00,3575.55,3542.00,2013204,0.09%
720,15 Nov 2021,3553.30,3528.00,3569.60,3528.00,1809157,0.77%
721,12 Nov 2021,3526.05,3506.00,3534.15,3485.70,1747259,1.09%
722,11 Nov 2021,3488.20,3480.00,3510.05,3436.00,1284514,0.11%
723,10 Nov 2021,3484.30,3498.00,3519.70,3480.20,1516489,-0.61%
724,09 Nov 2021,3505.70,3508.00,3535.00,3496.00,1782692,0.08%
725,08 Nov 2021,3502.75,3548.00,3548.00,3481.20,2526082,-0.17%
726,04 Nov 2021,3508.65,3512.95,3513.25,3505.00,328991,0.47%
727,03 Nov 2021,3492.25,3504.20,3519.90,3466.05,1537639,0.23%
728,02 Nov 2021,3484.20,3494.00,3513.60,3469.75,3087414,0.22%
729,01 Nov 2021,3476.40,3437.95,3487.00,3412.95,2020718,2.31%
730,29 Oct 2021,3397.75,3400.05,3461.00,3385.95,3960501,-0.70%
731,28 Oct 2021,3421.65,3518.00,3518.00,3415.00,2424942,-1.95%
732,27 Oct 2021,3489.75,3483.00,3511.25,3483.00,2510813,0.21%
733,26 Oct 2021,3482.60,3494.50,3529.00,3475.00,3878763,-0.30%
734,25 Oct 2021,3492.95,3503.00,3514.55,3450.00,2595594,-0.17%
735,22 Oct 2021,3498.85,3560.00,3561.60,3485.00,2691670,-0.95%
736,21 Oct 2021,3532.50,3604.10,3607.45,3511.25,4871211,-2.12%
737,20 Oct 2021,3608.85,3612.00,3630.00,3578.30,2933693,-0.70%
738,19 Oct 2021,3634.15,3669.00,3690.10,3625.20,3135441,-0.36%
739,18 Oct 2021,3647.15,3603.45,3652.70,3601.45,3590107,0.99%
740,14 Oct 2021,3611.45,3625.00,3670.00,3608.20,6442299,-1.20%
741,13 Oct 2021,3655.20,3650.00,3675.45,3645.00,3545655,0.06%
742,12 Oct 2021,3652.85,3706.00,3707.00,3630.60,5752877,-0.89%
743,11 Oct 2021,3685.60,3755.00,3757.50,3660.00,11845402,-6.35%
744,08 Oct 2021,3935.65,3925.00,3989.90,3900.00,2934339,1.10%
745,07 Oct 2021,3892.90,3830.00,3899.00,3820.05,1647233,2.15%
746,06 Oct 2021,3810.90,3836.00,3857.45,3795.00,1678154,-0.58%
747,05 Oct 2021,3833.30,3754.00,3840.00,3741.60,1877966,1.59%
748,04 Oct 2021,3773.30,3724.80,3783.65,3707.45,1356860,1.16%
749,01 Oct 2021,3730.20,3781.75,3810.00,3725.00,1578374,-1.20%
750,30 Sep 2021,3775.55,3805.00,3805.00,3750.10,2252412,-0.43%
751,29 Sep 2021,3791.90,3759.80,3806.00,3722.15,2489161,0.34%
752,28 Sep 2021,3779.15,3850.00,3850.00,3751.25,2253075,-1.51%
753,27 Sep 2021,3836.95,3900.00,3904.00,3802.90,1673362,-0.89%
754,24 Sep 2021,3871.30,3890.00,3944.40,3855.00,2320754,0.05%
755,23 Sep 2021,3869.25,3870.00,3879.00,3835.00,2003869,0.18%
756,22 Sep 2021,3862.15,3862.50,3896.85,3852.45,1744067,-0.02%
757,21 Sep 2021,3862.95,3858.00,3871.55,3821.65,1568129,1.03%
758,20 Sep 2021,3823.50,3809.00,3871.00,3807.85,2002008,-0.11%
759,17 Sep 2021,3827.85,3920.00,3945.00,3805.00,6477148,-1.93%
760,16 Sep 2021,3903.30,3930.00,3981.75,3892.10,2946666,-1.30%
761,15 Sep 2021,3954.55,3882.10,3980.00,3866.00,2461369,1.77%
762,14 Sep 2021,3885.90,3849.95,3896.50,3825.00,1991188,1.05%
763,13 Sep 2021,3845.35,3767.00,3852.40,3767.00,1691473,1.42%
764,09 Sep 2021,3791.40,3789.70,3808.70,3765.00,1441148,0.46%
765,08 Sep 2021,3774.15,3810.00,3815.00,3756.00,4147175,-1.09%
766,07 Sep 2021,3815.90,3864.00,3869.95,3808.25,1585039,-0.94%
767,06 Sep 2021,3852.00,3849.70,3877.60,3814.00,1723693,0.26%
768,03 Sep 2021,3842.05,3825.00,3856.90,3804.55,1746812,0.14%
769,02 Sep 2021,3836.75,3734.00,3859.15,3722.00,3403717,3.28%
770,01 Sep 2021,3714.95,3796.00,3816.70,3707.00,2643336,-1.89%
771,31 Aug 2021,3786.45,3709.40,3804.10,3703.45,3207480,2.30%
772,30 Aug 2021,3701.30,3715.00,3740.35,3687.60,2033114,-0.51%
773,27 Aug 2021,3720.15,3666.00,3729.50,3651.10,3944728,1.32%
774,26 Aug 2021,3671.85,3660.00,3687.60,3647.90,1902533,0.35%
775,25 Aug 2021,3659.00,3610.00,3697.75,3607.05,2123263,1.27%
776,24 Aug 2021,3613.20,3657.00,3667.35,3594.40,2511141,-0.67%
777,23 Aug 2021,3637.40,3580.00,3673.00,3561.90,3744176,2.19%
778,20 Aug 2021,3559.50,3506.00,3575.00,3500.00,2836148,-0.03%
779,18 Aug 2021,3560.55,3573.85,3595.00,3536.60,2631309,0.21%
780,17 Aug 2021,3553.05,3482.10,3560.80,3463.00,4336019,2.31%
781,16 Aug 2021,3472.95,3460.00,3494.35,3436.50,2083489,0.28%
782,13 Aug 2021,3463.40,3360.75,3480.00,3357.50,4363584,3.33%
783,12 Aug 2021,3351.75,3326.00,3368.00,3326.00,1310205,0.23%
784,11 Aug 2021,3344.20,3350.00,3360.00,3327.10,1929707,0.31%
785,10 Aug 2021,3333.90,3315.60,3349.90,3315.60,2040777,0.34%
786,09 Aug 2021,3322.70,3323.90,3337.00,3310.00,1510489,0.39%
787,06 Aug 2021,3309.80,3272.55,3324.00,3265.00,2292362,0.79%
788,05 Aug 2021,3283.95,3275.00,3315.00,3262.50,2534521,0.31%
789,04 Aug 2021,3273.95,3300.00,3305.20,3261.20,2929598,-0.33%
790,03 Aug 2021,3284.90,3229.00,3290.00,3218.95,3804735,2.03%
791,02 Aug 2021,3219.40,3180.00,3224.90,3167.00,2608669,1.64%
792,30 Jul 2021,3167.45,3219.00,3223.50,3162.35,2999943,-0.89%
793,29 Jul 2021,3195.80,3200.25,3225.45,3190.30,1731997,-0.06%
794,28 Jul 2021,3197.80,3188.00,3204.45,3132.40,1660654,0.47%
795,27 Jul 2021,3182.95,3200.00,3210.00,3161.15,1121367,-0.46%
796,26 Jul 2021,3197.55,3200.00,3224.25,3190.85,1259611,-0.48%
797,23 Jul 2021,3212.85,3230.00,3241.55,3206.65,1776193,-0.11%
798,22 Jul 2021,3216.35,3190.00,3224.95,3190.00,2859334,0.33%
799,20 Jul 2021,3205.80,3184.60,3215.00,3156.15,1811945,0.67%
800,19 Jul 2021,3184.60,3180.00,3199.80,3176.00,1597058,-0.32%
801,16 Jul 2021,3194.80,3213.00,3219.85,3192.00,1256526,-0.25%
802,15 Jul 2021,3202.95,3227.60,3231.85,3194.00,2232968,-0.36%
803,14 Jul 2021,3214.55,3187.00,3222.00,3185.00,2044279,0.85%
804,13 Jul 2021,3187.55,3214.00,3214.00,3175.00,1809339,-0.17%
805,12 Jul 2021,3193.10,3235.00,3236.00,3188.35,1892226,-0.47%
806,09 Jul 2021,3208.15,3250.00,3282.00,3201.00,6365067,-1.55%
807,08 Jul 2021,3258.50,3298.00,3298.00,3231.90,2485811,-0.50%
808,07 Jul 2021,3274.95,3275.00,3282.70,3241.60,2640710,0.39%
809,06 Jul 2021,3262.30,3313.00,3328.00,3256.10,2159420,-1.77%
810,05 Jul 2021,3321.00,3342.00,3374.00,3302.00,1972858,-0.13%
811,02 Jul 2021,3325.45,3331.00,3339.70,3295.20,1682274,-0.48%
812,01 Jul 2021,3341.50,3358.00,3362.00,3332.35,990310,-0.13%
813,30 Jun 2021,3345.75,3346.00,3382.00,3338.50,1693146,0.15%
814,29 Jun 2021,3340.85,3342.00,3366.30,3326.50,1497322,0.12%
815,28 Jun 2021,3336.75,3391.50,3391.50,3333.00,1355238,-1.30%
816,25 Jun 2021,3380.80,3375.25,3399.65,3350.00,2722861,0.21%
817,24 Jun 2021,3373.60,3284.00,3383.00,3278.50,4155204,3.44%
818,23 Jun 2021,3261.40,3329.00,3329.00,3256.40,1467104,-1.21%
819,22 Jun 2021,3301.20,3304.00,3327.05,3285.00,1708688,0.86%
820,21 Jun 2021,3273.10,3265.00,3286.00,3251.70,1130569,-0.73%
821,18 Jun 2021,3297.30,3350.90,3358.00,3275.00,3380431,-0.62%
822,17 Jun 2021,3317.75,3265.50,3336.05,3260.00,2273413,1.33%
823,16 Jun 2021,3274.35,3262.10,3294.70,3253.00,1635552,0.36%
824,15 Jun 2021,3262.75,3298.00,3298.00,3251.55,1304985,-0.42%
825,14 Jun 2021,3276.35,3279.00,3308.70,3270.35,1847360,0.08%
826,11 Jun 2021,3273.80,3211.55,3309.00,3211.00,3452954,1.77%
827,10 Jun 2021,3216.80,3210.00,3224.00,3193.00,1874324,0.52%
828,09 Jun 2021,3200.25,3202.00,3220.00,3186.20,1710925,0.00%
829,08 Jun 2021,3200.15,3198.00,3231.00,3187.20,2574057,0.53%
830,07 Jun 2021,3183.20,3145.00,3190.45,3133.60,2559821,1.25%
831,04 Jun 2021,3143.75,3128.00,3156.85,3125.00,1836060,0.08%
832,03 Jun 2021,3141.25,3154.55,3154.55,3122.65,1281706,0.38%
833,02 Jun 2021,3129.45,3150.85,3159.45,3115.00,2240078,-0.75%
834,01 Jun 2021,3153.00,3168.60,3169.95,3132.00,1377441,-0.19%
835,31 May 2021,3159.15,3150.00,3170.35,3128.60,1652799,0.49%
836,28 May 2021,3143.60,3189.50,3198.00,3135.65,1763701,-1.14%
837,27 May 2021,3180.00,3161.95,3217.75,3161.80,5959785,0.68%
838,26 May 2021,3158.50,3120.00,3165.00,3103.80,1923753,1.43%
839,25 May 2021,3114.00,3092.00,3128.25,3082.10,1841613,1.05%
840,24 May 2021,3081.50,3081.50,3105.00,3072.00,1652260,0.03%
841,21 May 2021,3080.50,3061.00,3088.20,3055.10,1685566,0.67%
842,20 May 2021,3060.00,3067.10,3088.80,3052.10,2329027,-0.71%
843,19 May 2021,3082.00,3084.00,3118.00,3067.10,1986041,-0.22%
844,18 May 2021,3088.80,3100.00,3124.00,3078.00,2098538,0.62%
845,17 May 2021,3069.75,3055.00,3075.20,3036.00,2890462,0.60%
846,14 May 2021,3051.50,3098.50,3098.50,3040.00,2043935,-1.17%
847,12 May 2021,3087.60,3120.00,3120.00,3070.60,1978558,-1.12%
848,11 May 2021,3122.60,3125.00,3128.10,3091.15,2415625,-0.73%
849,10 May 2021,3145.50,3145.95,3164.20,3125.00,2137153,0.40%
850,07 May 2021,3132.90,3133.00,3159.85,3111.80,1912540,0.69%
851,06 May 2021,3111.45,3105.50,3134.00,3074.00,1791671,0.51%
852,05 May 2021,3095.70,3070.00,3099.40,3052.40,1939289,1.51%
853,04 May 2021,3049.75,3062.80,3090.00,3035.00,1990777,0.42%
854,03 May 2021,3037.00,3024.90,3055.00,3004.00,1545831,0.04%
855,30 Apr 2021,3035.65,3099.00,3132.05,3020.00,3072305,-2.56%
856,29 Apr 2021,3115.25,3145.60,3157.35,3105.50,1621395,-0.28%
857,28 Apr 2021,3124.10,3149.95,3151.00,3112.00,1639037,-0.25%
858,27 Apr 2021,3132.00,3106.00,3136.10,3103.00,1471417,1.01%
859,26 Apr 2021,3100.80,3102.05,3153.00,3088.05,2490260,-0.28%
860,23 Apr 2021,3109.50,3105.00,3119.00,3091.05,1615309,-0.30%
861,22 Apr 2021,3118.80,3148.00,3148.00,3105.25,1988980,-0.82%
862,20 Apr 2021,3144.55,3225.00,3225.35,3126.35,3141893,-0.55%
863,19 Apr 2021,3161.80,3169.00,3189.00,3135.10,2679106,-1.04%
864,16 Apr 2021,3195.15,3229.00,3247.00,3182.60,3224657,-0.74%
865,15 Apr 2021,3218.95,3160.30,3237.25,3087.45,6062760,3.70%
866,13 Apr 2021,3104.05,3214.00,3214.00,3073.05,8654596,-4.39%
867,12 Apr 2021,3246.55,3322.25,3338.10,3213.20,3791828,-2.28%
868,09 Apr 2021,3322.25,3354.00,3354.35,3308.00,2911129,0.15%
869,08 Apr 2021,3317.35,3270.00,3335.00,3266.05,2578118,1.40%
870,07 Apr 2021,3271.40,3259.00,3277.55,3234.80,2491268,0.21%
871,06 Apr 2021,3264.70,3275.00,3275.00,3230.00,2291562,0.80%
872,05 Apr 2021,3238.90,3171.00,3263.00,3151.00,5317862,2.33%
873,01 Apr 2021,3165.00,3191.10,3215.00,3145.00,4285076,-0.40%
874,31 Mar 2021,3177.85,3155.00,3205.00,3132.00,3530069,0.61%
875,30 Mar 2021,3158.55,3083.00,3188.45,3060.90,4694261,2.99%
876,26 Mar 2021,3066.80,3090.65,3118.00,3043.05,3697370,0.06%
877,25 Mar 2021,3064.85,3112.20,3130.85,3050.00,3179786,-1.80%
878,24 Mar 2021,3121.10,3111.20,3152.30,3111.15,2207104,-0.68%
879,23 Mar 2021,3142.60,3140.00,3169.00,3122.85,3305973,0.41%
880,22 Mar 2021,3129.65,3048.70,3139.45,3018.65,2821646,2.60%
881,19 Mar 2021,3050.20,3030.00,3099.00,3005.00,5776626,0.45%
882,18 Mar 2021,3036.50,3125.95,3146.45,2987.05,3656306,-2.46%
883,17 Mar 2021,3112.95,3105.00,3155.00,3085.30,3838390,0.09%
884,16 Mar 2021,3110.05,3060.00,3141.00,3060.00,4894756,1.43%
885,15 Mar 2021,3066.15,3041.00,3099.00,3041.00,3097140,0.27%
886,12 Mar 2021,3057.95,3075.00,3117.00,3041.35,2938317,-0.42%
887,10 Mar 2021,3070.95,3075.00,3093.20,3060.00,3053778,0.66%
888,09 Mar 2021,3050.95,3006.95,3066.90,2992.10,1942397,1.46%
889,08 Mar 2021,3006.95,3016.00,3033.00,2996.00,2003125,-0.04%
890,05 Mar 2021,3008.05,3016.10,3063.20,2996.60,3203686,-1.37%
891,04 Mar 2021,3049.70,3023.00,3081.45,3016.05,3916760,-0.31%
892,03 Mar 2021,3059.10,3035.00,3064.00,2996.90,3509857,1.75%
893,02 Mar 2021,3006.35,2960.00,3025.00,2948.00,3306469,2.81%
894,01 Mar 2021,2924.20,2926.00,2965.00,2901.80,3265871,1.03%
895,26 Feb 2021,2894.30,2960.00,2972.35,2880.00,5553153,-3.37%
896,25 Feb 2021,2995.30,2974.00,3029.90,2968.45,4224073,1.60%
897,24 Feb 2021,2948.10,2972.00,3003.35,2921.15,3774549,-1.08%
898,23 Feb 2021,2980.20,2970.00,3028.00,2968.00,3832829,0.74%
899,22 Feb 2021,2958.45,3096.00,3096.00,2943.15,5366696,-3.69%
900,19 Feb 2021,3071.85,3058.00,3087.15,3016.15,3725028,0.47%
901,18 Feb 2021,3057.35,3065.00,3097.90,3031.00,4189909,-0.51%
902,17 Feb 2021,3073.10,3105.10,3132.85,3045.55,3678426,-1.15%
903,16 Feb 2021,3108.80,3150.00,3167.65,3100.00,3435770,-0.99%
904,15 Feb 2021,3139.85,3209.00,3209.00,3131.55,2630853,-1.60%
905,12 Feb 2021,3190.80,3184.20,3245.50,3182.00,2777404,-0.47%
906,11 Feb 2021,3206.00,3215.00,3219.30,3185.05,1165882,-0.23%
907,10 Feb 2021,3213.30,3185.00,3219.40,3157.30,2127983,1.15%
908,09 Feb 2021,3176.90,3195.00,3245.80,3164.00,2658751,-1.16%
909,08 Feb 2021,3214.10,3189.50,3226.00,3155.15,2526592,1.78%
910,05 Feb 2021,3157.95,3198.95,3205.85,3129.00,2366135,-0.96%
911,04 Feb 2021,3188.45,3216.05,3237.85,3176.00,2057261,-0.36%
912,03 Feb 2021,3200.05,3213.00,3236.00,3162.65,2505866,-0.11%
913,02 Feb 2021,3203.45,3174.00,3224.00,3150.00,2881837,2.04%
914,01 Feb 2021,3139.35,3100.00,3165.00,3044.10,3985846,0.90%
915,29 Jan 2021,3111.35,3210.05,3216.85,3100.00,5445659,-2.67%
916,28 Jan 2021,3196.55,3230.00,3275.00,3183.80,3083938,-1.98%
917,27 Jan 2021,3261.05,3300.00,3306.45,3227.00,2786662,-0.92%
918,25 Jan 2021,3291.30,3308.95,3339.80,3278.65,2272887,-0.36%
919,22 Jan 2021,3303.10,3241.90,3325.00,3241.90,3052459,0.89%
920,21 Jan 2021,3273.85,3305.00,3309.15,3262.10,2778546,-1.06%
921,20 Jan 2021,3308.80,3270.00,3327.95,3267.10,3453446,1.48%
922,19 Jan 2021,3260.70,3233.00,3279.00,3232.00,2975735,1.21%
923,18 Jan 2021,3221.75,3250.00,3256.75,3187.40,4160906,-0.36%
924,15 Jan 2021,3233.35,3235.00,3274.00,3210.00,4131692,-0.53%
925,14 Jan 2021,3250.70,3155.00,3266.50,3120.40,6931542,2.90%
926,13 Jan 2021,3158.95,3175.00,3177.00,3126.25,3572801,-0.50%
927,12 Jan 2021,3174.85,3176.45,3210.00,3150.00,3611458,-0.05%
928,11 Jan 2021,3176.45,3230.00,3230.00,3146.55,9508039,1.78%
929,08 Jan 2021,3120.90,3090.00,3128.00,3060.00,5879039,2.90%
930,07 Jan 2021,3032.80,3075.00,3080.85,3000.25,3717827,-0.61%
931,06 Jan 2021,3051.50,3100.00,3113.50,3037.20,3726716,-1.34%
932,05 Jan 2021,3093.00,3039.60,3114.25,3039.60,5801309,1.76%
933,04 Jan 2021,3039.45,2950.00,3050.75,2940.95,5113293,3.80%
934,01 Jan 2021,2928.25,2880.00,2940.00,2879.00,2681440,2.29%
935,31 Dec 2020,2862.75,2900.00,2905.00,2845.00,4040956,-1.60%
936,30 Dec 2020,2909.30,2934.40,2947.70,2902.00,2637968,-0.72%
937,29 Dec 2020,2930.50,2920.00,2952.00,2920.00,1994151,0.04%
938,28 Dec 2020,2929.40,2910.00,2949.70,2902.00,2108994,0.69%
939,24 Dec 2020,2909.35,2909.00,2921.35,2883.20,1807144,0.02%
940,23 Dec 2020,2908.75,2876.05,2919.00,2865.45,2790988,1.26%
941,22 Dec 2020,2872.50,2834.00,2883.65,2818.65,2881737,1.86%
942,21 Dec 2020,2820.15,2861.00,2886.50,2785.00,2705195,-1.43%
943,18 Dec 2020,2861.00,2868.00,2898.00,2846.20,6076692,0.80%
944,17 Dec 2020,2838.20,2811.00,2853.70,2805.00,2863460,0.85%
945,16 Dec 2020,2814.20,2779.00,2819.80,2760.45,2565149,1.91%
946,15 Dec 2020,2761.55,2786.00,2794.70,2755.00,2365509,-1.29%
947,14 Dec 2020,2797.70,2802.00,2804.00,2756.25,2483658,0.51%
948,11 Dec 2020,2783.60,2792.70,2807.70,2764.55,1795408,-0.03%
949,10 Dec 2020,2784.30,2818.00,2827.30,2780.25,2127801,-0.94%
950,09 Dec 2020,2810.80,2815.00,2840.00,2793.15,3659996,0.48%
951,08 Dec 2020,2797.30,2740.00,2805.55,2732.45,4277818,2.18%
952,07 Dec 2020,2737.70,2715.00,2744.00,2706.15,1996400,0.37%
953,04 Dec 2020,2727.55,2710.80,2738.85,2699.00,2686527,0.67%
954,03 Dec 2020,2709.45,2773.90,2773.90,2700.80,2852548,-1.46%
955,02 Dec 2020,2749.55,2719.00,2754.70,2702.45,2509032,0.83%
956,01 Dec 2020,2726.80,2679.00,2735.90,2624.45,3605017,1.76%
957,27 Nov 2020,2679.65,2705.00,2717.70,2669.05,6086808,-1.51%
958,26 Nov 2020,2720.60,2686.00,2730.95,2680.00,2341099,0.71%
959,25 Nov 2020,2701.30,2729.00,2732.95,2688.20,3302249,-0.76%
960,24 Nov 2020,2722.05,2734.40,2743.00,2705.00,3120516,-0.08%
961,23 Nov 2020,2724.25,2690.00,2730.00,2665.00,3706418,2.41%
962,20 Nov 2020,2660.25,2655.00,2676.00,2627.55,2711471,0.89%
963,19 Nov 2020,2636.90,2637.00,2676.15,2630.85,4167501,0.39%
964,18 Nov 2020,2626.65,2661.00,2664.20,2607.05,2893762,-1.48%
965,17 Nov 2020,2666.05,2695.00,2695.00,2650.05,2827273,-0.16%
966,14 Nov 2020,2670.35,2677.95,2689.00,2660.05,298819,0.51%
967,13 Nov 2020,2656.85,2655.75,2664.90,2636.00,2548093,-0.53%
968,12 Nov 2020,2671.05,2686.00,2713.00,2661.75,2437505,-0.62%
969,11 Nov 2020,2687.80,2667.95,2692.80,2643.40,3242441,1.44%
970,10 Nov 2020,2649.60,2697.20,2713.15,2638.35,4760020,-2.82%
971,09 Nov 2020,2726.60,2731.10,2744.00,2695.10,3646592,0.71%
972,06 Nov 2020,2707.45,2699.00,2713.25,2681.30,3884421,0.81%
973,05 Nov 2020,2685.70,2685.00,2710.00,2667.00,2816502,1.23%
974,04 Nov 2020,2653.15,2610.00,2721.85,2610.00,4893928,0.74%
975,03 Nov 2020,2633.60,2604.00,2665.00,2601.05,2879269,1.11%
976,02 Nov 2020,2604.60,2660.00,2664.85,2600.05,2571196,-2.26%
977,30 Oct 2020,2664.85,2636.10,2674.35,2621.60,3427003,1.22%
978,29 Oct 2020,2632.65,2608.00,2655.00,2600.25,3105970,0.40%
979,28 Oct 2020,2622.20,2650.00,2655.95,2606.00,3569515,-0.30%
980,27 Oct 2020,2630.15,2699.75,2718.15,2624.10,3537594,-2.16%
981,26 Oct 2020,2688.20,2689.95,2709.95,2670.50,2672766,0.05%
982,23 Oct 2020,2686.80,2687.80,2702.00,2670.10,3499372,0.59%
983,22 Oct 2020,2671.15,2661.00,2686.65,2638.10,5262311,-0.16%
984,21 Oct 2020,2675.40,2739.00,2749.00,2663.05,4570175,-2.32%
985,20 Oct 2020,2739.00,2725.00,2759.90,2717.95,3406298,1.01%
986,19 Oct 2020,2711.55,2774.00,2774.00,2706.60,3331194,-1.87%
987,16 Oct 2020,2763.30,2750.10,2771.65,2731.30,5273773,0.83%
988,15 Oct 2020,2740.60,2811.00,2827.75,2727.00,6629395,-2.46%
989,14 Oct 2020,2809.60,2842.00,2842.00,2787.55,4395979,-0.60%
990,13 Oct 2020,2826.55,2845.00,2854.90,2812.20,4209905,-0.12%
991,12 Oct 2020,2830.00,2815.50,2854.00,2800.75,4623211,0.61%
992,09 Oct 2020,2812.95,2810.00,2829.85,2780.00,7739375,-0.45%
993,08 Oct 2020,2825.70,2800.00,2885.00,2800.00,19839826,3.28%
994,07 Oct 2020,2735.95,2742.00,2770.00,2703.00,9656167,0.80%
995,06 Oct 2020,2714.30,2736.00,2736.00,2650.10,9846376,0.31%
996,05 Oct 2020,2705.80,2620.00,2728.10,2603.05,17412119,7.23%
997,01 Oct 2020,2523.45,2510.00,2540.00,2492.30,2610338,1.25%
998,30 Sep 2020,2492.30,2489.00,2505.00,2460.00,3917186,0.16%
999,29 Sep 2020,2488.40,2434.85,2511.05,2426.30,6995815,2.56%
1000,28 Sep 2020,2426.30,2440.00,2444.00,2366.00,4347177,0.17%
1001,25 Sep 2020,2422.30,2368.00,2440.00,2352.10,8228297,3.86%
1002,24 Sep 2020,2332.25,2450.00,2450.00,2302.60,8425118,-5.48%
1003,23 Sep 2020,2467.45,2510.00,2519.85,2409.00,7503152,-2.20%
1004,22 Sep 2020,2522.95,2485.00,2555.00,2458.00,7499927,2.34%
1005,21 Sep 2020,2465.30,2465.00,2504.90,2452.15,4598809,0.63%
1006,18 Sep 2020,2449.90,2485.00,2500.40,2436.40,4183256,-0.45%
1007,17 Sep 2020,2460.95,2480.00,2495.75,2450.60,4828231,-1.68%
1008,16 Sep 2020,2503.00,2488.95,2507.60,2477.30,3074013,0.47%
1009,15 Sep 2020,2491.40,2491.40,2538.00,2464.60,7318773,0.00%
1010,14 Sep 2020,2491.40,2384.10,2505.75,2381.85,7512284,4.94%
1011,11 Sep 2020,2374.10,2330.95,2383.00,2330.15,4145429,1.84%
1012,10 Sep 2020,2331.15,2335.00,2348.50,2324.30,2308813,0.15%
1013,09 Sep 2020,2327.65,2325.00,2359.00,2320.00,3866542,-0.88%
1014,08 Sep 2020,2348.20,2335.95,2390.45,2327.05,7454161,0.91%
1015,07 Sep 2020,2327.05,2289.00,2343.50,2283.35,4620416,1.67%
1016,04 Sep 2020,2288.80,2275.00,2324.25,2262.95,5232180,-0.47%
1017,03 Sep 2020,2299.50,2268.00,2324.00,2268.00,4654146,1.52%
1018,02 Sep 2020,2265.15,2247.00,2268.75,2241.65,2084152,0.84%
1019,01 Sep 2020,2246.35,2269.00,2278.00,2241.30,3610908,-0.48%
1020,31 Aug 2020,2257.25,2240.00,2276.20,2228.00,6018160,0.84%
1021,28 Aug 2020,2238.55,2268.40,2279.95,2235.10,2941156,-0.44%
1022,27 Aug 2020,2248.40,2266.00,2287.35,2241.75,3579397,-0.23%
1023,26 Aug 2020,2253.50,2242.00,2259.90,2216.45,2618159,0.48%
1024,25 Aug 2020,2242.65,2245.00,2250.00,2233.55,1663454,-0.24%
1025,24 Aug 2020,2248.10,2250.60,2259.95,2230.00,2167987,-0.02%
1026,21 Aug 2020,2248.60,2260.00,2271.00,2241.05,1975304,-0.19%
1027,20 Aug 2020,2252.85,2257.00,2276.55,2240.05,2895265,-0.17%
1028,19 Aug 2020,2256.60,2276.35,2284.60,2252.50,2843007,-0.58%
1029,18 Aug 2020,2269.75,2262.80,2289.00,2248.30,3493411,0.73%
1030,17 Aug 2020,2253.40,2263.00,2270.00,2238.25,2625670,0.50%
1031,14 Aug 2020,2242.15,2277.00,2281.30,2233.10,2270405,-0.55%
